"Last crawled date","Author User Id","GPT Id","GPT Category","GPT Url","GPT Name","GPT Conversations","GPT Avg Stars","GPT Total Reviews","GPT Total Stars","GPT Description","GPT Creation Date","GPT Creation Datetime","GPT Update Date","GPT Update Datetime","GPT Logo Image URL","GPT Sharing Method","GPT Prompt Starter 1","GPT Prompt Starter 2","GPT Prompt Starter 3","GPT Prompt Starter 4","GPT Tags","GPT Capabilities Types","GPT Capabilities Actions Domains"
2024-03-19,user-tpN6azAP5syOaGJPRsBEDovy,g-lt4J2j7Dk,research,https://chat.openai.com/g/g-lt4J2j7Dk-analytics-learning-and-mathematics-agent-alma,"Analytics, Learning, and Mathematics Agent (ALMA)",100,4,1,4,"Advanced OCR, Data Analysis,  Interactive Research Tools designed to help Researchers in Technical fields research and easily publish technical papers in peer-reviewed journals.",2023-11-09,2023-11-09T07:49:04.201859+00:00,2024-03-19,2024-03-19T00:05:02.182599+00:00,https://files.oaiusercontent.com/file-2uLri4ujsnmCGOaPbOsF4PYZ?se=2123-11-04T22%3A23%3A30Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Df307aa0a-4fbc-43ce-adb3-e6e2eb7a90b7.png&sig=6RqFtq60uiDQBVvfhDNpv8UlvSl1NXKiX/Lupry2%2Bdk%3D,marketplace,Analyze the last user session for effectiveness.,Identify areas of improvement from the recent interaction.,Provide insights on user satisfaction from the last session.,Suggest enhancements for GPT based on recent user feedback.,"public,reportable","browser,dalle,python",
2024-03-19,user-Gq2WIzaRmhlakKDU0c4JwNkl,g-QDlDef1It,other,https://chat.openai.com/g/g-QDlDef1It-copywriter-disruptivo-rafael-leung,Copywriter Disruptivo | @rafael.leung,100,5,1,5,IA Especializada em Copys Disruptivas,2023-11-13,2023-11-13T21:03:25.441943+00:00,2024-01-04,2024-01-04T19:18:00.057490+00:00,https://files.oaiusercontent.com/file-XTHCnWFHWqfX0vxd05Qu9mle?se=2123-10-20T21%3A56%3A56Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DlogoCHAT.png&sig=mej8p3ohCEeMcPod/T/93cddP19ZogXgASSlfYkEblg%3D,marketplace,Anúncios,Perpétuos,Big Ideas,Lançamentos,"public,reportable","browser,dalle,python",
2024-03-19,user-aqsMJBNPtSMdcanogosjOQIo,g-Vi3h7aQGo,dalle,https://chat.openai.com/g/g-Vi3h7aQGo-logogpt,LogoGPT,100,3,2,6,Créateur de logo avec IA !,2023-12-05,2023-12-05T09:44:01.090530+00:00,2024-01-14,2024-01-14T19:19:57.331806+00:00,https://files.oaiusercontent.com/file-p5qVRW6nKmnkUklwna6bHohW?se=2123-11-11T09%3A50%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc0b1971b-8d2e-44b6-a61c-46b1724a1114.png&sig=PDv6ggaeDWavG0aEh4Fz0bly8WCLyXJhd2dzMOZVfHU%3D,marketplace,De quoi LogoGPT est capable ?,Je souhaite créer un logo.,,,"public,reportable","browser,dalle",
2024-03-19,user-LEuGb0AwS6OxzkmGSfJ9DeDX,g-CS7RBnNKN,education,https://chat.openai.com/g/g-CS7RBnNKN-ib-maths-ai-companion,IB Maths AI Companion,100,3.75,4,15,Your SKLSUPPLYAI companion for everything to do with International Baccalaureate (IB) Maths AI (please specify whether you are studying at HL or SL),2024-01-11,2024-01-11T20:55:34.141839+00:00,2024-01-13,2024-01-13T21:38:55.921664+00:00,https://files.oaiusercontent.com/file-IuCFLn5exNNBinjs6iQRhoW8?se=2123-12-18T21%3A03%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-01-06%252008.03.51%2520-%2520Design%2520a%2520minimalistic%2520logo%2520for%2520a%2520company%2520named%2520%2527SKL%2520Supply%2527%252C%2520specializing%2520in%2520GPTs%2520for%2520school%2520textbooks.%2520The%2520logo%2520should%2520incorporate%2520the%2520initials%2520%2527SKL%2527.png&sig=AmV2pTeiVOlfIsh9izY45zJ1KHe7RlU16Rt7kz3xP%2Bs%3D,marketplace,Can you explain the difference between SL and HL in IB Maths AI?,"I need a practice question on calculus, can you generate one?",What are some common mistakes to avoid in IB Maths AI exams?,How do vectors work in IB Maths AI?,"public,reportable","browser,python",
2024-03-19,user-zZUE1Gw4SlcKaQDzz0s6LTPP,g-bwycDUfMh,other,https://chat.openai.com/g/g-bwycDUfMh-9-points,9 Points,100,,0,0,Get summary of any content as 9 points,2023-11-17,2023-11-17T09:39:03.349143+00:00,2024-01-05,2024-01-05T01:47:35.457447+00:00,https://files.oaiusercontent.com/file-cqdmDL2NkHb2m3l8aShto25d?se=2123-10-24T09%3A46%3A51Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Da09dd2b5-283f-4a08-8e4b-8152c1e8405b.png&sig=8pSVpGu1SDcGOJAnI9HUjHdCdpe7MWl27URgi%2B89NuA%3D,marketplace,Summarize this text with clear and simple points.,Make these complex ideas easily relatable in nine points.,"Distill this content into nine succinct, understandable points.",,"public,reportable","browser,dalle,python",
2024-03-19,user-upwLHYohoQXQO84uSJ8eIGLB,g-uYlyFGIWw,education,https://chat.openai.com/g/g-uYlyFGIWw-mikan,Mikan,100,,0,0,可爱的猫耳少女英语老师，帮助你学习英语~！,2023-12-18,2023-12-18T06:59:25.002170+00:00,2024-01-17,2024-01-17T05:33:21.293722+00:00,https://files.oaiusercontent.com/file-YurjwDnvx6kmnbvmZfdF6pNI?se=2123-11-24T07%3A26%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D5db08c04-96d9-4a04-beae-2ca83d3c7c31.webp&sig=204Z0XLo8Wajwnm%2Bb3krltC8vXDy%2BnvOPruk2YNXvK8%3D,marketplace,Come up with 什么意思？,教我 albeit,,,"public,reportable",,
2024-03-19,user-X6Iy1t4WjK5U7kI8aDb8Tofg,g-q9kXnmwGl,other,https://chat.openai.com/g/g-q9kXnmwGl-enterprise-data-scientist,Enterprise Data Scientist,100,1,1,1,Professional and approachable data science expert.,2023-11-13,2023-11-13T14:11:43.778094+00:00,2024-01-08,2024-01-08T14:09:25.960967+00:00,https://files.oaiusercontent.com/file-iTGbJFnmVbM0Yr6qpJXMTFFy?se=2123-12-13T20%3A57%3A14Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dd12664ff-81cd-4143-a5e5-94bcede1d821.png&sig=icvmvbzXtnu58jCLpRLrKCaCqXa7xfuYF5jPCThb8RI%3D,marketplace,Critical factors for enterprise data science,Advancements in supervised learning,Innovative feature engineering techniques that can significantly impact model performance?,Effectiveness of PCA versus t-SNE for visualizing high-dimensional data,"public,reportable","browser,dalle,python",
2024-03-19,user-YUJAUviP3pQ0KeuBWfUrypjw,g-yrHNEY2pP,,https://chat.openai.com/g/g-yrHNEY2pP-bizdev-pro,BizDev Pro,100,,0,0,Your B2B Lead Generation Specialist,2023-11-19,2023-11-19T21:05:59.926244+00:00,2023-11-22,2023-11-22T16:48:29.470967+00:00,https://files.oaiusercontent.com/file-bfdqDLSBfkmkLF32ViYo5TVO?se=2123-10-27T04%3A43%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D9a3e2497-bb84-4333-9a85-c7cd4ddde429.png&sig=iUsCTVnAJqXqBYInRMo/SkmW4OuHL1QWUsAbCm2O3sM%3D,marketplace,Find CTOs of mid size startups in Silicon Valley who have talked about payroll in last 30 days,Seek out CFOs in New York's FinTech companies for a conference.,Search for leading surgeons in Europe's top hospitals on LinkedIn.,Target Marketing VPs in London's creative agencies for a product pitch.,"public,reportable","browser,python",
2024-03-19,user-WT94WyG2B2PNEWNDEqQdeXz5,g-lUnfRBpnt,,https://chat.openai.com/g/g-lUnfRBpnt-excel-master-hr-gpt,Excel Master HR GPT,100,,0,0,"Expert in Excel and UAE labor law, crafts professional Excel sheets and documents.",2023-11-21,2023-11-21T08:10:57.017782+00:00,2023-11-30,2023-11-30T12:15:09.572345+00:00,https://files.oaiusercontent.com/file-kz1iKU91p5Cq1KjhliQ7Ngsm?se=2123-10-28T10%3A12%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dde6fcbeb-9656-45f0-acaf-5a77e73c1aee.png&sig=FL73nUAmaBNQmuUo7VcQnndJfx2juye9ofkGERa87F0%3D,marketplace,Draft a professional email for employee onboarding,Advise on a labor law compliance issue,Translate an HR policy document,Prepare a legal update on UAE labor laws,"public,reportable","browser,dalle,python",
2024-03-19,user-zV6UBRTmDnbVWFiUfZijmzMd,g-m5HLNtPaX,other,https://chat.openai.com/g/g-m5HLNtPaX-russkii-gpt,Русский GPT,100,,0,0,ChatGPT официальная русская версия,2023-12-05,2023-12-05T03:21:06.000127+00:00,2024-01-15,2024-01-15T03:51:51.699941+00:00,https://files.oaiusercontent.com/file-1NXtUCDcFsRc37f4rhmZlIku?se=2123-12-19T07%3A28%3A18Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D21705044129_.pic.jpg&sig=fvsW8C6tZDVDpIf7tNGzYnzf95FNvlc4Tz%2BnuCREhrs%3D,marketplace,,,,,"public,reportable","browser,dalle,python",
2024-03-19,user-ySrQasDL5WAgsAQL5Ly4lFjT,g-YFSd1xl83,,https://chat.openai.com/g/g-YFSd1xl83-aerodynamics-ii-tutor,Aerodynamics II Tutor,100,4,2,8,"Aerodynamics tutor for upper division and grad students, detailed and understanding.",2023-12-01,2023-12-01T17:41:16.762139+00:00,2023-12-01,2023-12-01T17:41:34.168894+00:00,https://files.oaiusercontent.com/file-EBP6Ms1n6lG2dKzUEcAoWXpQ?se=2123-11-07T17%3A41%3A30Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D030b36db-a884-48b9-8ba1-76e972222f3e.png&sig=Ks8/%2BT/7nVKC3jdSf6MZrh3diuC4Tml2BE0QGoez%2BU4%3D,marketplace,Explain compressible flows in aerodynamics.,How do airfoils affect supersonic flow?,Can you detail boundary layer concepts?,What are key aerodynamic design considerations?,"public,reportable","browser,dalle",
2024-03-19,user-pctzxgZTxLfgQTxhD5GCwtI6,g-s4qiY6I7i,other,https://chat.openai.com/g/g-s4qiY6I7i-from-normal-to-phantasmagoric-5-images,From normal to phantasmagoric (5 images),100,,0,0,"Transforming visions into a crescendo of five epic images, from subtle to surreal - experience the art of phantasmagoric evolution!",2023-12-22,2023-12-22T20:12:05.889344+00:00,2024-01-11,2024-01-11T12:43:49.486649+00:00,https://files.oaiusercontent.com/file-e3G6p3AV8vpJ3gfTxz07jlod?se=2123-11-28T20%3A15%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3De53cfc12-c12a-436e-8922-7c6a771d3185.png&sig=DXFd94AiGWufPCmoFzJHbkrtxJQX7aK5OPZ0yYTFgGk%3D,marketplace,Tell me about your first image idea.,What style do you envision for these images?,Can you describe the main theme for the series?,Let's start with the first image. What should it include?,"public,reportable","browser,dalle",
2024-03-19,user-QD7cVT4qXIhDf47kKdIdW8TW,g-OT1UgOueT,,https://chat.openai.com/g/g-OT1UgOueT-proptech-pathfinder,PropTech Pathfinder,100,,0,0,"PropertyTech AI partner: Enhancing product development, data analysis, and UI/UX optimization",2023-11-25,2023-11-25T03:50:48.001294+00:00,2023-11-30,2023-11-30T13:26:02.088958+00:00,https://files.oaiusercontent.com/file-vkrIXAGYj1rSmKE7n4qMxZDM?se=2123-11-06T13%3A26%3A00Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-30%252021.25.37%2520-%2520A%2520modern%2520and%2520abstract%2520logo%2520for%2520%2527Pathfinder%2527%252C%2520emphasizing%2520a%2520theme%2520of%2520discovery%2520and%2520forward-thinking.%2520The%2520design%2520should%2520feature%2520a%2520stylized%2520path%2520or%2520journ.png&sig=ee9niuHzi60frpMdUizY%2B%2BR2I4v0jnHmIbsLyy%2BeIz4%3D,marketplace,"Could you provide insights on how to enhance {specific feature} in our PropertyTech platform, focusing on aspects like {user experience/scalability/data integration}?","Please help me draft a JIRA story ticket for {feature}, considering the following details: {details}.","How can we apply {emerging technology/trend} to improve our CRM's {specific functionality}, especially in terms of {user engagement/data management}?","Please sketch a basic wireframe for a {mobile/desktop} version of our {specific feature or tool}, focusing on intuitive navigation and user engagement.","public,reportable","browser,dalle,python",
2024-03-19,user-CrLVGYQ1VK9FmuTfIruGbrll,g-ErltmA67O,programming,https://chat.openai.com/g/g-ErltmA67O-web-app-prototyper,Web App Prototyper,100,3.5,2,7,"Specializing in crafting cutting-edge web applications using Next.js, prioritizing responsive, accessible design and seamless GitHub Copilot integration.",2023-11-11,2023-11-11T06:42:46.706217+00:00,2024-01-11,2024-01-11T22:50:22.117611+00:00,https://files.oaiusercontent.com/file-VJFv7LaQXok6aRWJXwKk8qev?se=2123-10-23T05%3A43%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dweb-app-prototyper.png&sig=4l6erHGxDMMyagFmVoJGjqUKtAaNW1vofwTi56qksFU%3D,marketplace,Please help me integrate a new tool into my project.,Please assist me in optimizing performance in my prototype.,Please guide me in troubleshooting a challenging bug in new technology.,Please provide best practices for security in a new development environment.,"public,reportable","browser,dalle,python",
2024-03-19,user-MIZoRgtPUtLsdaPLWwpdIuay,g-HVP5vNA1N,,https://chat.openai.com/g/g-HVP5vNA1N-academic-assistant,Academic Assistant,100,,0,0,"A helper for students writing academic papers, offering guidance and advice.",2023-11-14,2023-11-14T11:53:53.856950+00:00,2023-11-14,2023-11-14T13:02:56.557470+00:00,https://files.oaiusercontent.com/file-AOF2mAfaLEonuIwJcUaj2A5Z?se=2123-10-21T13%3A01%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D2167c106-c0b1-4cc7-ba1d-70b616fc802c.png&sig=rx%2BTo5khBoTIp3hJBpmEXmWHrkuV8pKpLhIaDLO3Wl4%3D,marketplace,How do I structure an academic paper?,Can you help me understand APA citation?,What's a good way to start my research?,Tips for improving my thesis statement?,"public,reportable","browser,dalle",
2024-03-19,user-LbscM14uvP48uKRMAmhtssQo,g-234ISpMKt,,https://chat.openai.com/g/g-234ISpMKt-yin-ni-yu-lao-shi,印尼语老师,100,,0,0,"A friendly Indonesian language partner, explaining primarily in Chinese.",2023-11-11,2023-11-11T03:23:51.450970+00:00,2023-11-13,2023-11-13T02:21:38.751634+00:00,https://files.oaiusercontent.com/file-vu4iJJVxG2jjGWWzwq7M6DvX?se=2123-10-18T03%3A31%3A10Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db7f61bfd-5ffe-44f2-ae12-71aee9261dd8.png&sig=cwlYJjyId/%2B82lm6hxoBmieU8nbDQHsFyf1k11CJn%2B4%3D,marketplace,Translate 'good morning' into Indonesian.,What does 'selamat tinggal' mean?,How do I say 'I'm hungry' in Indonesian?,Explain the use of 'kamu' and 'Anda'.,"public,reportable","browser,dalle",
2024-03-19,user-GLWAQx7j09gWQSmbmbd8T9LW,g-6Sb6EQivf,dalle,https://chat.openai.com/g/g-6Sb6EQivf-art-e-3,Art-E 3,100,,0,0,"Using the suite of Art-E 3 tools, including the Prompt Wizard, Style Selector, and other advanced features like Metaphorical Prompts and Crossover Concepts, I'll offer you more vivid, abstract, and artistically inspired answers . Some of DALL-E Caster's marquee features include:",2023-11-09,2023-11-09T22:44:30.797836+00:00,2024-01-10,2024-01-10T23:19:53.811172+00:00,https://files.oaiusercontent.com/file-0U3T5qZWzQJggODRnq8bAjIf?se=2123-10-16T23%3A11%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D_a12d2c24-fe9e-4fc4-8d73-4b99a59e8dd9.jfif&sig=vbwJlOGMnIcOpH8ln5vHz8zz8JArGuOSoQlni6Y63VM%3D,marketplace,"Introduction Welcome to the captivating realm of Art-E 3, your gateway to the future of image generation.",Table of Contentents for Art-E 3.,List Mod's inside Art-E 3.,Tell me more Please.,"public,reportable","dalle,python",
2024-03-19,user-9ROfF3bknREocnUh1oTMMl8w,g-GGOSWYQXS,,https://chat.openai.com/g/g-GGOSWYQXS-tax-gpt,Tax GPT,100,5,1,5,Tax GPT: Your A.I. tax strategist for US Federal Taxes,2023-11-28,2023-11-28T23:19:14.554125+00:00,2023-11-28,2023-11-28T23:29:15.464310+00:00,https://files.oaiusercontent.com/file-n4JjqlHcCTBC4igGln09WIDL?se=2123-11-04T23%3A29%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D6d2d72f5-5ca3-4f61-ba67-dec73b59bc1c.png&sig=aUOvzclm9FPd%2Bln5EnvT05Ab/GFfS3/kQV2QUQNrK1A%3D,marketplace,What's the latest update on federal tax laws?,How can I reduce my tax liabilities legally?,Can you explain deductions for small businesses?,What are the implications of new tax legislation?,"public,reportable","browser,dalle,python",
2024-03-19,user-eyE6Y1yl2VkUpaSqPYlzZ8rs,g-7HYp8vAcF,,https://chat.openai.com/g/g-7HYp8vAcF-wen-ben-you-hua-da-shi,文本优化大师,100,,0,0,精简文本且帮助编辑内容以增强流畅性。,2023-11-15,2023-11-15T01:41:59.292524+00:00,2023-11-16,2023-11-16T01:19:52.195648+00:00,https://files.oaiusercontent.com/file-7MVsEg3nVDEfo3OT9LIJFKdj?se=2123-10-22T02%3A46%3A05Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc9eec92e-a505-4b64-9d31-082eae64604d.png&sig=Mm4obDZHZnREJ1e5QFrCinMRiS4WVR/JLLywiGDQAO0%3D,link,“我有一份长文章，能否精简到一百字以内？”,请帮我提高这段文本的流畅度。,这篇新闻太长了，请帮我缩减到关键信息。,请将这篇学术论文的摘要进一步压缩，以便快速理解其核心观点。,"public,reportable","browser,dalle,python",
2024-03-19,user-HVGPhzIjp5z0KNUunLyxNZyu,g-TXdDEUqWa,,https://chat.openai.com/g/g-TXdDEUqWa-sveltegpt,SvelteGPT,100,,0,0,"Explains, codes, and recommends npm packages for Svelte/SvelteKit.",2023-11-09,2023-11-09T08:16:17.925245+00:00,2023-11-10,2023-11-10T10:14:28.841054+00:00,https://files.oaiusercontent.com/file-BYqbWtceOWaRPWeeIYg9aKrG?se=2123-10-17T07%3A52%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D16bfa76a-c771-4b3f-9983-725c71b0c14f.png&sig=B7nCmoMpY5TCaMWtAE4LCpFtsI%2BnrNPFchKk9wAU/9A%3D,link,Guide me through SvelteKit authentication.,What npm packages are best for Svelte animations?,Help me set up routing in SvelteKit.,Show code for a Svelte reactive statement.,"public,reportable","browser,dalle,python",
2024-03-19,user-37o5PDpg0UQhls0n9cGhoHFt,g-augL8utbD,other,https://chat.openai.com/g/g-augL8utbD-classical-music-analysis,Classical Music Analysis,100,4.6,5,23,A guide for analyzing classical music.,2024-01-05,2024-01-05T12:47:30.625150+00:00,2024-01-05,2024-01-05T12:49:44.103651+00:00,https://files.oaiusercontent.com/file-uOEZ91Cr0XAzBeTvuPyEtnNV?se=2123-12-12T12%3A49%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D8730f4f5-af2d-491f-8d8d-8faeb91f1cfb.png&sig=AKkpSufnO98VeMpUv%2BakYG8NEm1NRnJCtGi6C6Gyphg%3D,marketplace,Explain the theory behind this piece.,What composition techniques are used here?,Tell me about the historical context of this piece.,How does this motif function in the composition?,"public,reportable","browser,dalle",
2024-03-19,user-O0dsiHDYzkcE0fqScIlfNE3X,g-Qggqx7mgz,other,https://chat.openai.com/g/g-Qggqx7mgz-mba-essay-maestro,MBA Essay Maestro,100,5,2,10,MBA essay editor for specific business schools and prompts,2023-12-01,2023-12-01T17:56:49.369421+00:00,2024-01-04,2024-01-04T17:52:58.406271+00:00,https://files.oaiusercontent.com/file-FFzeMvmFeUMhIf2IluEeZylj?se=2123-11-07T19%3A15%3A01Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd20a1a41-f132-413c-aaaf-aa963d3d249d.png&sig=ofkxxYN2T4YZxZJsbhx13pe9c3mYDSVYxaiqQT3F3p8%3D,marketplace,How can I improve my essay for Harvard's leadership prompt?,Is my opening paragraph strong enough for Stanford?,Can you help align my essay with Wharton's values?,How do I make my essay stand out for MIT Sloan?,"public,reportable","browser,dalle",
2024-03-19,user-Wp5mNHVMQswPuwrzA0IizNO7,g-zVdDbNlIV,other,https://chat.openai.com/g/g-zVdDbNlIV-bi-data-wizard,BI Data Wizard,100,,0,0,"A Power BI expert specializing in DAX, M queries, and visualization.",2023-11-15,2023-11-15T17:11:48.366851+00:00,2023-12-27,2023-12-27T20:13:46.125197+00:00,https://files.oaiusercontent.com/file-rceAY3bhWZlqO4GuJ1JxUZsf?se=2123-10-22T17%3A24%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd5cd6a41-0a39-4375-a876-4e0585dc24a4.png&sig=EbDIlysHpIIE0mvopZk8o8avQd9uQDSySJIupi0Dy5M%3D,marketplace,Troubleshoot a DAX formula for me.,Help with an M query issue.,Assist with a Power BI visualization.,Guide me through resolving a Power BI error.,"public,reportable","browser,dalle,python",
2024-03-19,user-HfYriik9ZZpe5yFHtx1ahJF9,g-oAARj9SNS,,https://chat.openai.com/g/g-oAARj9SNS-creating-the-perfect-image-step-by-step,Creating the Perfect Image Step by Step,100,,0,0,Simple step-by-step plan for AI image creation (AI Marketingminds),2023-11-10,2023-11-10T05:16:20.207684+00:00,2023-11-13,2023-11-13T12:23:30.420247+00:00,https://files.oaiusercontent.com/file-3oeUO74PsQTSvS0yGbwtYK4n?se=2123-10-19T21%3A09%3A59Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-10%252014.39.37%2520-%2520A%2520cute%2520robot%2520holding%2520a%2520camera%252C%2520designed%2520in%2520bright%2520neon%2520colors.%2520The%2520robot%2520has%2520a%2520friendly%2520appearance%252C%2520with%2520large%252C%2520expressive%2520eyes%2520and%2520a%2520round%2520body.%2520Its%2520.png&sig=NgV3dtZ0Qoy/imyqgLQPPSKh/1M734LE5WfmSB6BAIA%3D,marketplace,Hoe maak ik een AI-afbeelding?,Kun je de stappen voor AI-beeldcreatie uitleggen?,Help me bij het maken van een  visual met AI.,,"public,reportable","browser,dalle,python",
2024-03-19,user-eN9eHVssMfZT8hsXmau2k6qg,g-9N70A489I,dalle,https://chat.openai.com/g/g-9N70A489I-ai-image-editor,AI Image Editor,100,3,3,9,I create and refine images based on your descriptions.,2024-01-13,2024-01-13T01:17:59.829538+00:00,2024-01-13,2024-01-13T01:23:16.942584+00:00,https://files.oaiusercontent.com/file-xWipnfSgJpluiyjrju47bVxv?se=2123-12-20T01%3A23%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Ddfb2156c-e58d-4132-8780-792fba15f050.png&sig=H21iiLadz9ccKkjNT6Xbo2Cdzt/FCWAM5STIS0QAMMI%3D,marketplace,Can you create an image of a futuristic cityscape?,I need a picture of a cat in a superhero costume.,Find a photo of the Eiffel Tower at sunset.,Modify this image to have a winter theme.,"public,reportable","browser,dalle",
2024-03-19,user-0dT648l4GOHHcQxkR6RFnEjk,g-zdGAIuWTl,programming,https://chat.openai.com/g/g-zdGAIuWTl-code-and-ai-expert,Code and AI expert.,100,,0,0,"Your ultimate coding ally for crafting AI pipelines flawlessly, consistently delivering the most efficient code, just like top tech firms do",2023-11-09,2023-11-09T14:27:20.689556+00:00,2024-02-07,2024-02-07T11:16:24.583193+00:00,https://files.oaiusercontent.com/file-3Ixt1MomgNDm69EEnqsan89G?se=2123-10-16T14%3A52%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Df7b9783b-46fb-4a97-8d6d-daca26361e9e.png&sig=GRmdhvNAdKcGN5Y9ZOF0lirIIzAG6kvT2RmvfMbSWL0%3D,marketplace,Explain this code to me:,How do I start a new project?,Can you suggest an improvement for this code?,Teach me about AI.,"public,reportable","browser,dalle,python",
2024-03-19,user-DkkWeXD1IWIiGTgyBx8QiIcG,g-FIyQjAW3g,,https://chat.openai.com/g/g-FIyQjAW3g-lun-wen-cha-du-botuto,論文査読ボット,100,5,2,10,論文を査読します,2023-11-11,2023-11-11T02:22:10.567836+00:00,2023-11-12,2023-11-12T08:04:59.390553+00:00,https://files.oaiusercontent.com/file-3XUp7yR5jEiJWaCeDZp7XhuL?se=2123-10-18T02%3A24%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D21528191-5f15-4acc-8259-67f236af22dc.png&sig=vfSQr4MS2o5E2hzEGEzFQrqedcpBbwN4P9d1XvwwqKk%3D,marketplace,,,,,"public,reportable",,
2024-03-19,user-Thy7RDfJ8mWB6BpurvB4qc5y,g-1rcZBoeoA,lifestyle,https://chat.openai.com/g/g-1rcZBoeoA-dream-meaning-mapper,Dream Meaning Mapper,100,,0,0,I am a dream interpreter. I offer insights based on symbols and narratives. Use me on voice mode right after you wake up. My interpretations are based on the works of the most famous psychologists.,2024-01-06,2024-01-06T13:39:42.799380+00:00,2024-02-08,2024-02-08T15:13:44.158056+00:00,https://files.oaiusercontent.com/file-RLXGeLEbrw8qZzsiy85IxJKF?se=2124-01-13T00%3A12%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D451c6318-53d6-42d8-931d-bf3e86456a11.png&sig=EWnNwrLZB7hMbaczMx4ODEe6ukr6TSSof%2BFkNaQJ9hA%3D,marketplace,What does it mean to dream about flying?,"I had a dream about being lost in a forest, can you interpret that?","In my dream, I was speaking with animals. What could this signify?",Can you help me understand a recurring dream about water?,"public,reportable","browser,dalle,python",
